"payer_id","activity_code","coverage_score"
"INS015","80076",0.0000
"E001","80197",0.3750
"E001","P08-5893-02861-01",0.0000
"INS017","SL-001",1.0000
"INS019","83550",0.5385
"E001","99243",0.7656
"INS008","96366",0.3846
"INS010","83735",1.0000
"INS038","86800",0.0000
"INS014","86812",1.0000
"E001","M08-3861-05382-01",0.5374
"INS002","85732",1.0000
"INS137","29125",0.3333
"E001","081701",0.0000
"INS019","88342",1.0000
"INS010","83718",0.2308
"INS001","0002-266302-1001",0.1000
"INS005","1067-123920-2001",1.0000
"INS026","5565-854001-1131",0.4103
"INS012","84403",0.2500
"INS010","96365",1.0000
"INS137","82951",0.0000
"E001","83605",0.2628
"E001","73719",1.0000
"INS026","43239",1.0000
"E001","L95-4976-04738-02",0.9316
"INS010","87338",0.3860
"E001","42341",0.0000
"E001","X98-4655-03662-03",1.0000
"E001","29086",0.0000
"E001","72146",0.6117
"E001","J77-1082-04572-01",0.0000
"INS005","76882",1.0000
"E001","86706",0.7123
"E001","H45-0853-01087-01",1.0000
"INS134","85025",0.2857
"INS026","96374",1.0000
"INS137","84300",1.0000
"INS137","84144",0.7105
"E001","E76-4377-05894-01",0.8333
"INS010","83930",1.0000
"INS026","3834-106618-1001",0.8000
"INS008","76830",1.0000
"INS014","43239",1.0000
"INS012","73718",0.0000
"E001","86039",0.6643
"INS042","88342",1.0000
"INS022","82728",0.3478
"E001","11055",0.1351
"INS013","1342-383401-0451",1.0000
"E001","84145",0.2500
"E001","224113",0.0000
"INS008","1197-650802-0391",0.5000
"E001","25531",0.4861
"E001","82088",0.9775
"INS044","84144",0.0000
"E001","A98-2709-05588-02",0.5789
"INS038","86200",0.0000
"INS134","86304",0.0000
"INS014","86235",0.1852
"INS012","74018",1.0000
"E001","62323",1.0000
"INS012","82656",1.0000
"E001","01201",0.5315
"INS017","5254-830602-2401",0.0000
"E001","122110",0.0000
"INS027","85652",0.0000
"INS026","17.24",0.5541
"INS137","97161",0.7065
"INS026","29874",1.0000
"INS010","77073",0.0000
"INS013","A4649",1.0000
"E001","E40-B893-13939-01",0.6364
"E001","A37-5402-04063-01",1.0000
"INS013","73521",0.0000
"E001","B97-1331-01694-01",1.0000
"INS044","80069",0.7143
"INS001","70553",0.7727
"INS022","82306",1.0000
"INS013","3735-640409-1021",1.0000
"E001","L79-3072-00239-01",0.0000
"INS019","84436",0.7778
"INS026","71046",0.7778
"INS033","86431",0.5000
"INS012","83036",0.6662
"INS001","2505-156209-1451",0.3333
"INS005","82310",0.1481
"SF0051","A9270",1.0000
"INS026","84402",0.6190
"E001","32322",0.0000
"E001","B46-3628-02157-01",0.5531
"INS019","4973-122303-0391",0.0000
"INS137","11900",1.0000
"E001","83655",0.2308
"E001","N37-2106-04297-01",0.6026
"E001","74241",1.0000
"INS001","76770",0.0000
"INS005","6116-385203-1131",0.5000
"SF0051","0064-107301-1021",0.0000
"INS026","76885",0.5000
"INS001","A4628",1.0000
"E001","75112",1.0000
"E001","86334",0.2941
"INS137","6640-948702-0141",1.0000
"INS051","86704",1.0000
"INS137","84450",0.6755
"SP0026","82728",0.0000
"E001","52-31",1.0000
"E001","43246",0.0000
"INS026","2104-378501-0393",0.0000
"INS026","87260",0.2308
"E001","B97-1334-01701-02",1.0000
"INS001","4573-539001-1023",1.0000
"INS002","90837",0.5294
"INS026","C1751",1.0000
"E001","73090",0.4109
"INS017","89051",0.7000
"INS018","80076",1.0000
"INS019","73020",1.0000
"E001","044173",0.0000
"E001","33126",1.0000
"INS026","0006-402803-2071",0.5000
"INS002","A4215",1.0000
"INS013","86160",0.6264
"INS137","1233-940401-1132",0.7778
"E001","F33-4506-03186-01",0.0000
"E001","73501",0.5652
"INS026","82951",0.1739
"E001","C81-6794-06895-01",0.0000
"INS026","84439",0.7186
"INS042","96372",1.0000
"INS008","83550",0.7021
"E001","69631",0.0000
"INS008","81373",1.0000
"E001","GL2-A850-00287-01",0.3953
"INS137","82607",0.7406
"E001","72221",1.0000
"INS137","5917-888701-1131",0.9286
"INS008","0444-176502-1381",0.0000
"INS033","86200",0.5000
"INS044","83036",0.7692
"INS001","64405",1.0000
"E001","091501",1.0000
"INS026","6138-390701-1021",0.0000
"INS001","3735-640409-1021",0.4545
"INS137","70551",1.0000
"E001","D56-4747-05035-01",0.3023
"INS012","2421-616601-1022",0.0000
"INS001","64494",1.0000
"INS010","83520",1.0000
"E001","51702",1.0000
"INS012","83516",0.2316
"INS044","87338",0.0000
"E001","N73-5812-00109-01",1.0000
"E001","33612",0.3026
"E001","72125",0.7701
"E001","P95-6910-00499-01",1.0000
"E001","81364",0.0000
"INS010","97530",0.5000
"E001","71219",0.0000
"INS002","85598",0.0000
"E001","81270",0.0000
"E001","86738",0.0000
"INS010","82570",0.8983
"INS017","84403",0.0000
"INS038","83516",0.6087
"INS010","88305",1.0000
"INS137","83930",1.0000
"INS012","80076",0.8225
"INS137","64635",1.0000
"INS013","73610",0.8000
"E001","BT9-7489-02819-03",1.0000
"E001","N01-4644-01777-02",0.5033
"INS008","80074",1.0000
"INS044","93000",1.0000
"INS001","E1399",1.0000
"INS137","6116-385203-1131",1.0000
"INS010","85730",0.8182
"INS026","86480",0.5556
"INS019","87045",1.0000
"INS005","84439",0.0000
"INS033","97140",0.5000
"INS012","87209",0.1833
"INS137","4973-122303-0391",0.0000
"E001","F51-4145-05174-01",0.9756
"INS019","87209",0.4667
"E001","81374",0.4649
"INS013","84484",0.3333
"SP0026","88305",1.0000
"INS007","5468-863301-1131",1.0000
"E001","A64-5211-05544-01",0.0000
"INS022","96372",0.4063
"E001","70480",1.0000
"INS022","90461",1.0000
"E001","85060",0.8509
"INS008","93000",0.6812
"INS013","A6219",1.0000
"INS022","97110",0.3333
"E001","H21-4261-03759-02",0.4792
"INS017","43239",1.0000
"INS012","87280",0.1765
"INS008","88142",1.0000
"E001","V30-9459-05780-01",0.5763
"INS002","72170",0.0000
"INS015","10",0.9667
"INS001","61.01-LS2",1.0000
"INS137","84252",1.0000
"INS012","76801",1.0000
"INS017","96366",1.0000
"E001","23223",0.9143
"INS012","0005-111001-0151",0.5000
"E001","N01-4644-01774-01",1.0000
"E001","33111",0.9107
"INS026","0188-232401-0391",0.4211
"INS005","86160",0.1304
"INS008","82670",0.4524
"INS019","84295",0.6098
"INS019","87633",1.0000
"INS137","87804",0.0000
"INS019","76641",1.0000
"INS026","76805",0.0000
"INS019","96365",0.3333
"INS137","73120",1.0000
"INS013","87301",1.0000
"INS017","86706",0.0000
"INS012","73218",1.0000
"INS010","84100",1.0000
"INS002","87276",0.6111
"INS008","84443",0.5771
"E001","91120",0.3077
"E001","74021",0.6481
"INS019","A4332",1.0000
"INS008","87276",0.0000
"E001","87389",0.3770
"INS012","87480",1.0000
"INS001","0006-402803-2071",0.0000
"INS035","86140",1.0000
"INS033","84439",0.6786
"INS002","A4657",1.0000
"INS002","11",0.7941
"INS007","85025",0.8750
"INS026","76775",1.0000
"E001","H95-3096-00294-01",1.0000
"INS022","72197",1.0000
"E001","DEN-034",1.0000
"E001","M08-3860-05381-01",0.2778
"INS002","84165",1.0000
"INS026","84207",0.0000
"E001","33116",1.0000
"E001","A07-1819-03231-02",0.0000
"INS017","50970",1.0000
"INS019","82785",0.2143
"INS026","81002",1.0000
"E001","95909",0.2745
"INS137","82670",0.6429
"E001","M73-0466-01399-01",0.4798
"INS137","86300",1.0000
"INS026","29131",0.0000
"E001","F15-6596-04308-02",0.9600
"INS044","77073",0.0000
"INS013","82247",0.8300
"E001","74177",0.8734
"INS137","86039",1.0000
"INS012","97810",0.7692
"E001","42621",0.4257
"INS001","72197",0.8750
"INS001","82306",1.0000
"INS013","0090-260702-0551",0.0000
"INS001","68840",0.6471
"INS137","90471",0.7286
"E001","A18-1156-03461-01",0.0000
"E001","32311",0.8750
"INS014","86039",1.0000
"INS010","88142",1.0000
"INS001","1290-640420-1171",0.0000
"INS008","91200",1.0000
"E001","16020",0.2553
"INS007","5565-854001-1131",0.0000
"INS012","92523",0.0000
"INS001","20550",0.1786
"E001","H21-3405-00249-01",0.7857
"INS137","90834",0.3333
"E001","L50-2926-03391-01",0.0000
"INS012","26750",1.0000
"E001","H88-2052-02834-02",1.0000
"INS001","87623",0.0000
"E001","G46-1331-01698-01",1.0000
"E001","95251",0.5750
"INS001","76882",0.5882
"E001","64494",0.1667
"INS033","84443",1.0000
"INS005","0069-195307-1131",0.0000
"INS005","83721",1.0000
"INS013","0071-158501-0391",1.0000
"E001","B08-5995-00180-01",0.8529
"INS026","90474",1.0000
"E001","J45-1781-00311-01",0.7736
"INS026","87389",1.0000
"E001","66301",0.0000
"E001","J45-5623-01795-01",0.0000
"E001","E94-4076-03670-01",1.0000
"E001","L13-2810-00882-01",1.0000
"E001","87341",0.3750
"E001","92283",0.5521
"E001","U54-7789-06435-01",0.0000
"E001","23313",0.5732
"SF0051","87804",0.0000
"INS017","0188-172303-2372",1.0000
"E001","20670",1.0000
"E001","I09-3090-03559-01",0.0000
"E001","LAB-112",1.0000
"E001","73221",0.6861
"INS013","84466",0.2500
"INS137","87276",0.6087
"INS139","88142",1.0000
"E001","86747",1.0000
"INS010","2161-242802-0802",1.0000
"E001","B46-4387-00782-01",0.0000
"E001","27125",0.0000
"INS084","82746",0.0000
"INS044","73620",0.0000
"INS001","76857",0.6667
"INS137","70486",0.0000
"INS012","11401",1.0000
"INS002","20.09",1.0000
"INS019","87177",0.4000
"INS033","72195",1.0000
"INS044","73718",1.0000
"INS001","76775",1.0000
"INS017","61.01",0.0000
"INS040","82274",0.0000
"INS008","76881",0.0000
"E001","74150",0.5459
"INS034","86225",0.0000
"E001","11420",0.1579
"INS001","0553-364608-3681",1.0000
"INS084","11",1.0000
"INS137","99152",0.0000
"INS026","97535",0.4444
"E001","49101",0.8571
"INS013","97530",0.5150
"E001","10061",0.8529
"INS040","84443",0.5000
"E001","02601",0.7289
"INS027","86200",0.0000
"E001","L91-1118-00281-01",0.0000
"INS001","86039",1.0000
"E001","72200",0.4808
"E001","C83-3357-03613-02",0.6471
"INS008","87177",0.5833
"INS008","87045",1.0000
"INS002","0005-119805-1172",1.0000
"INS026","87340",0.6420
"INS012","51.02",0.0000
"E001","A37-3831-01793-01",0.0000
"E001","99213",0.4732
"INS017","80053",0.0714
"INS014","71046",0.4615
"INS015","0063-371603-1021",0.5000
"INS026","70553",1.0000
"INS017","84144",0.0000
"INS013","0069-195307-1131",1.0000
"E001","84206",0.5354
"INS012","73090",0.0000
"INS012","82607",0.8786
"INS137","0002-266302-1001",0.5000
"INS014","83540",0.5294
"INS012","70552",1.0000
"INS017","0318-220303-0801",0.0000
"INS137","72040",0.3793
"INS012","93350",1.0000
"INS026","MHD-RER",1.0000
"INS001","85732",1.0000
"INS008","83001",1.0000
"INS014","86147",0.3333
"E001","P18-6597-04971-01",0.8660
"INS007","90460",1.0000
"E001","A68-5330-00285-01",0.1154
"INS137","82040",1.0000
"INS001","95886",0.5000
"INS008","86706",1.0000
"INS010","74183",1.0000
"INS002","74181",1.0000
"INS038","93306",1.0000
"INS001","0444-176502-1381",0.5000
"E001","J91-7517-03706-01",0.0976
"E001","094131",0.0000
"E001","29119",0.0000
"E001","Y26-1147-01106-01",0.5361
"E001","80169",0.0000
"INS040","71046",0.0000
"E001","20131",0.8421
"INS137","77002",0.6429
"E001","A4259",0.6326
"INS001","92025",0.0000
"INS012","87276",0.1875
"INS134","87045",1.0000
"INS022","84153",1.0000
"INS044","1319-127301-0391",0.0000
"INS013","82656",0.6481
"INS001","94010",1.0000
"INS008","87804",0.0000
"INS013","51798",1.0000
"INS013","C1751",1.0000
"E001","N37-8947-04176-03",0.5832
"INS002","83550",1.0000
"E001","C95-1604-00417-01",0.8070
"E001","EZ3-A445-11151-01",0.9091
"E001","H54-5072-07706-01",0.4444
"INS002","86803",1.0000
"INS010","83002",1.0000
"INS017","86704",0.1552
"E001","73552",0.4992
"E001","H21-5437-05791-01",0.7857
"SP0059","86480",0.0000
"E001","G93-2066-00663-01",0.6667
"INS019","73660",0.0000
"E001","K73-1772-03369-01",1.0000
"E001","L95-8457-08322-02",0.6935
"INS008","90474",1.0000
"INS019","20600",0.5000
"E001","83498",0.3947
"INS026","76802",0.0000
"E001","N14-6458-06590-01",0.0000
"INS022","83525",0.0000
"E001","73650",0.4587
"INS010","82746",0.5000
"INS137","82374",1.0000
"SF0051","96365",0.3636
"INS137","83718",0.3333
"E001","H95-3096-00290-04",0.5833
"INS008","84480",1.0000
"INS034","87880",0.0000
"E001","86592",0.5000
"INS001","74182",0.6667
"INS005","70553",1.0000
"E001","33614",0.2385
"INS013","88313",1.0000
"INS007","83520",0.0000
"INS017","84480",0.0625
"SF0051","87338",0.8571
"INS035","72195",1.0000
"INS137","4407-261801-0341",0.0000
"INS012","98",0.0000
"INS137","86592",1.0000
"INS019","0189-260701-0831",1.0000
"E001","H21-0108-04338-01",1.0000
"E001","11107",0.0000
"INS017","84146",0.0000
"INS012","0027-142201-0831",1.0000
"INS002","84681",1.0000
"INS024","0064-107301-1021",0.0000
"INS013","84481",0.2000
"INS012","4342-151502-1171",1.0000
"E001","O76-1584-05821-01",0.0000
"E001","81015",0.5219
"INS044","87324",1.0000
"INS008","87425",1.0000
"INS139","85610",1.0000
"INS026","0186-140202-1451",0.0000
"INS137","76700",0.7477
"INS010","82306",1.0000
"INS024","1342-383401-0451",0.0000
"INS012","84155",1.0000
"INS019","87086",1.0000
"INS042","83002",0.0000
"INS001","84432",0.0000
"INS001","76942",0.1250
"E001","V86-5759-03474-02",1.0000
"INS137","86803",0.6329
"INS012","86140",0.9375
"INS038","A6257",1.0000
"E001","E34-2431-02835-01",0.8306
"E001","A72-0164-04327-02",1.0000
"INS008","83540",0.4769
"INS012","97032",0.6667
"INS035","82565",0.7115
"INS012","97140",0.6266
"E001","82533",0.2940
"INS001","2027-560102-1001",1.0000
"INS013","97810",0.8095
"INS014","84443",0.2683
"INS002","0063-371603-1021",0.3333
"INS008","73700",1.0000
"INS038","84450",0.9444
"INS002","74183",1.0000
"INS044","83540",0.0000
"INS026","4267-234502-1172",1.0000
"INS019","97530",0.4583
"INS137","0717-378503-1021",1.0000
"E001","88304",0.1875
"INS038","85652",0.5714
"SF0051","87070",0.5000
"INS008","52276",1.0000
"INS026","75571",0.0909
"E001","H77-2925-01161-01",1.0000
"INS010","0170-700501-1022",0.0000
"INS026","4788-782702-1171",0.0000
"INS026","83540",0.8077
"INS005","76856",0.0000
"INS002","92567",1.0000
"INS001","73000",0.0000
"INS042","76641",0.3846
"INS017","82247",0.0303
"INS026","83519",0.0000
"INS012","72220",0.0000
"INS013","5565-854001-1131",0.3333
"INS002","82310",1.0000
"INS002","84075",1.0000
"INS137","0796-380802-0391",0.0000
"INS002","82627",1.0000
"E001","184103",0.0000
"INS044","11",0.8170
"E001","H68-7321-05377-01",0.7895
"INS008","84436",1.0000
"INS042","80076",0.0000
"INS012","86039",1.0000
"E001","G28-0636-03549-01",0.0000
"E001","73140",0.4600
"INS044","97810",0.6000
"E001","16301",0.2857
"INS044","82330",0.0000
"INS019","82308",0.0000
"INS010","58301",1.0000
"INS137","82672",1.0000
"E001","49109",0.0000
"INS014","82274",0.3462
"SF0051","97161",1.0000
"SF0051","82607",0.5714
"INS137","0215-126513-1021",1.0000
"INS022","80069",0.0000
"INS033","10",1.0000
"INS005","0155-132303-1451",1.0000
"E001","87634",0.0000
"INS137","17110",0.3103
"INS137","84480",1.0000
"E001","76770",0.6038
"INS015","84443",0.0000
"INS019","97161",1.0000
"E001","A9274",1.0000
"INS137","0170-009401-1131",0.0000
"INS019","72050",1.0000
"INS012","82308",1.0000
"INS008","1512-398905-1021",1.0000
"INS028","80061",0.2000
"INS026","76641",0.8525
"INS001","76885",0.0000
"INS026","74176",0.5000
"E001","86696",0.1951
"E001","DT2-B682-07588-02",0.4286
"INS024","20611",1.0000
"E001","J63-5993-06194-01",0.0000
"INS001","84478",0.6471
"INS002","1720-123325-0511",0.5000
"INS137","86334",1.0000
"E001","081401",0.0000
"INS012","69210",0.9000
"INS026","MHD-Exo1",1.0000
"INS026","76856",0.7097
"INS010","82784",1.0000
"INS002","0006-282402-0801",0.0000
"INS001","90472",1.0000
"E001","P00-5852-06061-01",0.2551
"E001","B08-7850-05377-01",0.7353
"SF0051","97530",0.1852
"INS013","3834-106618-1001",0.0000
"E001","I59-3543-04003-01",0.6667
"INS012","91065",0.3636
"E001","N01-4727-02913-02",0.0000
"INS026","0005-297810-0151",1.0000
"INS008","082710",0.0000
"INS019","11.02",1.0000
"INS137","80053",0.6831
"INS012","82947",0.7046
"INS137","82553",0.0000
"E001","70460",1.0000
"INS012","73020",0.0000
"E001","F91-2201-00328-01",0.2000
"E001","43239",0.2715
"INS014","82565",0.4231
"E001","82384",0.5424
"INS033","82947",1.0000
"E001","A54-3680-03990-01",0.3571
"INS137","83835",0.3333
"INS009","90460",0.6000
"INS005","0188-232401-0391",1.0000
"INS040","83525",0.0000
"INS022","83014",1.0000
"INS012","64494",1.0000
"INS026","A4620",1.0000
"INS007","73721",1.0000
"INS013","29888",1.0000
"INS137","A6212",1.0000
"E001","01103",0.7497
"INS137","87338",0.2207
"INS013","51741",0.1176
"E001","72220",0.3127
"INS139","10",1.0000
"INS002","82247",0.2308
"INS001","A9900",1.0000
"INS001","20553",0.3929
"INS013","72080",1.0000
"INS026","96372",0.8525
"INS017","86200",0.5750
"INS033","84436",1.0000
"INS015","86803",0.0000
"INS013","90461",0.0000
"INS013","E0780",1.0000
"INS005","17110",0.0000
"INS028","5254-830603-1021",1.0000
"INS013","0414-203702-1971",0.3333
"E001","74222",0.6667
"E001","64455",0.0000
"E001","T61-5686-04150-02",0.0000
"E001","G93-5627-01790-01",0.8046
"E001","95912",0.1792
"INS013","82728",0.1816
"INS002","83001",1.0000
"INS019","87260",0.0000
"INS012","43239",1.0000
"INS001","0186-140201-1451",0.0000
"INS137","86340",0.6500
"E001","49219",0.1493
"INS010","14301",1.0000
"E001","11400",0.0000
"INS001","87340",0.2857
"INS033","92567",1.0000
"INS008","1233-940401-1132",0.6250
"SF0051","82150",1.0000
"E001","P74-6106-00440-01",0.1132
"INS028","82465",0.0000
"INS040","85025",0.2667
"INS001","83516",0.6373
"INS013","0027-142201-0831",1.0000
"INS012","86663",1.0000
"INS017","83550",0.5775
"E001","82785",0.7134
"INS001","91200",0.7143
"E001","76705",0.5438
"INS137","20552",0.6667
"INS005","86200",0.6538
"E001","26010",0.0000
"INS026","032250",0.0000
"E001","B32-2517-00564-01",0.1538
"INS137","84155",1.0000
"INS001","74185",1.0000
"INS001","17110",0.7037
"INS035","97530",1.0000
"SF0051","82247",1.0000
"INS014","85652",0.0000
"E001","J58-5275-02986-01",0.8448
"E001","N95-6400-06540-01",0.0000
"INS137","84146",0.7676
"E001","H21-2245-02572-01",0.0000
"INS010","84439",0.7500
"E001","16409",0.6250
"INS008","88141",1.0000
"INS010","83036",0.5902
"INS013","86255",0.5385
"E001","I00-1196-01991-01",0.0000
"INS001","73721",0.6098
"INS013","84146",0.1500
"INS042","84450",1.0000
"E001","C07-0428-00492-01",0.5000
"INS001","77080",0.7692
"E001","74018",0.8136
"INS017","6563-935601-2922",0.0000
"INS022","83516",0.5000
"INS137","97110",0.4961
"INS026","2901-665401-0571",0.8378
"INS044","82656",0.0000
"INS019","80069",0.0000
"INS012","92082",0.0000
"INS010","84681",1.0000
"INS026","A4245",1.0000
"E001","11441",0.0000
"E001","J45-5126-00955-01",0.7143
"INS012","87798",1.0000
"E001","72052",0.3125
"E001","84425",0.1487
"E001","I68-2214-03688-01",0.5366
"E001","72119",1.0000
"INS014","82607",0.0000
"INS137","75571",1.0000
"E001","I61-3220-01086-01",0.7245
"INS026","86765",0.0000
"E001","F37-2714-04606-01",1.0000
"INS005","4061-373201-0391",1.0000
"INS002","82150",1.0000
"INS022","84450",0.1183
"INS137","84270",0.6000
"INS012","SL-001",1.0000
"E001","N31-2196-03135-02",0.1765
"INS012","84484",1.0000
"INS022","88342",1.0000
"INS001","84560",1.0000
"INS007","87070",0.8333
"INS017","0796-380802-0391",0.0000
"E001","E32-1293-02827-01",0.0000
"INS026","6026-780802-0651",0.0000
"E001","M40-0615-04446-01",0.6667
"INS012","86480",0.1915
"INS010","1233-940401-1132",0.0000
"E001","G93-2065-05205-01",0.5517
"INS038","82746",0.3333
"INS002","0219-143102-0392",1.0000
"E001","87517",0.0736
"INS019","0993-197503-1023",0.8333
"INS012","87279",0.2308
"E001","121141",0.7273
"E001","83516",0.5427
"INS137","73630",0.0000
"E001","C73-2399-00159-01",1.0000
"E001","P93-0692-02915-02",0.2326
"INS028","82947",0.6471
"E001","T13-7449-00294-01",0.6222
"INS008","71046",0.0000
"E001","L91-4179-01352-01",0.8816
"E001","H04-4554-04788-01",0.0000
"INS012","84402",0.1882
"INS013","9.02",1.0000
"INS137","87624",0.4154
"INS012","5254-830603-1021",1.0000
"INS026","70551",0.7091
"INS026","91200",1.0000
"INS014","82746",0.0000
"INS137","73721",1.0000
"SF0051","87081",0.5000
"INS028","82550",0.0000
"INS001","0188-232401-0391",0.0000
"INS038","83550",0.6000
"INS026","2845-133702-2401",0.7778
"INS019","72148",0.4000
"INS015","86235",1.0000
"INS017","83013",1.0000
"E001","43521",0.5476
"INS005","84478",0.0000
"INS001","0006-106607-1161",0.4167
"INS026","82728",0.6873
"E001","82670",0.5141
"INS022","83540",0.6957
"INS013","97110",0.5235
"INS137","73723",1.0000
"E001","80177",0.0000
"INS001","0619-105303-1022",0.0000
"INS013","72170",0.0000
"INS001","73562",0.5556
"INS038","45380",1.0000
"SF0051","0252-149901-0432",0.0000
"E001","86376",0.3361
"INS015","85025",0.4884
"INS042","73030",0.0000
"INS019","43239",0.5000
"E001","52356",0.6667
"INS005","84146",1.0000
"INS012","83718",1.0000
"INS012","86255",0.0000
"E001","164133",0.0000
"INS013","82310",0.4138
"E001","11403",0.3906
"E001","064112",0.0000
"E001","73222",0.5000
"E001","S72-5130-02328-03",0.1176
"E001","H45-3217-03661-01",1.0000
"INS137","73560",0.7174
"INS026","82627",0.7059
"INS026","1500-410301-1021",1.0000
"INS026","062510",0.0000
"INS001","92523",0.5000
"E001","I72-2471-03513-01",1.0000
"INS001","72070",1.0000
"E001","G45-3021-06801-01",1.0000
"INS026","0135-142903-1112",0.0000
"INS012","92134",0.0000
"E001","99202",0.3344
"INS012","76770",1.0000
"INS013","G0403",1.0000
"E001","H21-0902-01119-01",1.0000
"INS137","57455",1.0000
"INS008","15",0.2632
"E001","I73-2661-05112-01",0.6604
"INS026","77073",0.0000
"E001","V30-7944-02158-01",0.4428
"INS002","76830",1.0000
"INS042","72082",0.3333
"INS026","86160",0.4937
"INS012","73590",0.0000
"SF0051","C1751",1.0000
"E001","90863",0.5172
"E001","J48-1657-04996-01",0.8000
"INS013","72081",1.0000
"E001","82575",0.7000
"INS012","88141",1.0000
"INS137","73110",0.0000
"INS002","84439",1.0000
"INS022","82310",0.2069
"SF0051","87209",1.0000
"SF0051","71046",0.0000
"E001","80235",0.0000
"INS008","92134",1.0000
"INS012","E0780",1.0000
"E001","86431",0.7429
"INS137","77073",0.1563
"INS022","84146",0.1111
"E001","82656",0.7394
"INS012","84075",0.2086
"E001","M08-0600-06387-01",0.0000
"INS026","87280",0.1522
"INS008","0049-387301-1022",0.0000
"E001","23224",0.6875
"E001","86256",0.2275
"E001","PR3-5477-05005-01",1.0000
"E001","F33-4506-03188-01",1.0000
"INS013","85598",1.0000
"INS137","90474",0.7586
"E001","50384",1.0000
"INS033","85025",0.9237
"E001","J19-4401-00911-01",0.6591
"INS012","82670",0.4907
"INS010","87209",0.8163
"INS026","8033-397601-0392",1.0000
"INS026","0005-111001-0651",1.0000
"E001","49221",0.0000
"INS017","0321-172805-1171",0.0000
"INS044","82947",0.7692
"E001","42111",0.8342
"E001","A19-0692-02916-01",0.0000
"E001","G33-1370-01792-01",1.0000
"E001","S33-6541-06658-02",0.1667
"INS026","86900",0.0000
"E001","97028",0.0000
"INS137","76536",0.7500
"E001","DEN-116",1.0000
"INS013","91200",0.4286
"INS013","A4628",1.0000
"E001","82985",0.4422
"E001","B97-4867-05179-04",0.6443
"E001","N01-2190-02570-01",0.0000
"E001","79354",0.3333
"INS012","84144",0.4146
"INS137","82785",0.0000
"INS019","0094-935212-1021",0.0000
"INS028","72100",0.0000
"E001","96900",0.3304
"INS022","80061",0.0000
"INS005","72190",1.0000
"INS026","92134",0.5385
"INS014","10",0.0000
"E001","84300",0.4419
"E001","H21-0111-04348-01",0.7273
"E001","79331",0.7419
"E001","83520",0.6807
"INS001","A6257",1.0000
"INS024","5659-863101-3871",0.0000
"E001","Z13-8568-03608-01",0.8140
"E001","C91-1824-04310-01",0.0909
"E001","17-32",0.2323
"INS012","1162-106616-2001",1.0000
"E001","14711",1.0000
"E001","F67-5477-05003-01",0.5000
"INS139","83690",0.0000
"INS012","45380",1.0000
"INS038","A9270",1.0000
"E001","G05-1096-03043-02",1.0000
"INS002","76857",1.0000
"INS001","A4216",1.0000
"INS137","84481",0.4409
"E001","U11-6959-03955-05",0.1667
"INS019","73721",0.6000
"INS008","84403",0.4524
"INS012","97811",0.7273
"INS001","97110",0.1423
"INS019","82607",0.5932
"INS001","0219-148801-0921",1.0000
"INS137","86038",0.8961
"INS019","87804",0.0000
"INS026","96366",0.3529
"E001","X98-4655-03661-03",1.0000
"E001","J06-4524-03834-01",0.4118
"E001","P16-5946-05896-01",1.0000
"E001","DQ3-A142-01786-02",1.0000
"INS014","0619-621301-1451",0.0000
"INS084","82784",0.0000
"E001","064171",0.0000
"INS005","20610",0.0000
"INS137","83001",0.6481
"INS017","84295",0.2083
"E001","80651",0.0000
"E001","E05-4196-04765-01",0.0000
"INS001","31231",1.0000
"INS012","86235",0.9146
"INS013","20.09",1.0000
"INS008","1290-640420-1171",0.0000
"INS017","86360",0.5909
"E001","84153",0.3986
"E001","92553",0.7304
"INS017","81001",0.7980
"SF0051","3834-166506-0321",1.0000
"E001","96367",0.6110
"INS002","80051",1.0000
"INS013","93350",1.0000
"INS002","73590",0.4286
"INS012","83690",0.6588
"INS008","83993",0.4933
"INS026","0170-009301-4571",1.0000
"INS017","3834-166506-0321",1.0000
"INS024","84443",1.0000
"INS018","97110",1.0000
"INS024","80076",0.0377
"E001","86665",0.3544
"E001","20610",0.7667
"INS005","76770",0.0000
"INS033","86225",0.0000
"E001","82378",0.0000
"E001","83014",0.8750
"INS137","86704",0.4667
"INS001","83036",0.4704
"E001","74022",0.8577
"INS001","5252-124406-0651",0.0000
"INS008","9",0.7500
"E001","97597",0.7246
"E001","85201",0.0000
"INS002","72110",1.0000
"INS010","87046",0.5455
"INS013","77081",0.0000
"INS026","0011-528301-0391",1.0000
"E001","84560",0.1609
"E001","39202",0.6689
"INS013","84154",0.4706
"INS026","84153",0.7414
"INS001","2845-133702-2401",0.3333
"INS024","86038",1.0000
"INS001","85670",1.0000
"INS012","0993-197503-1023",0.6875
"INS019","87205",1.0000
"E001","95933",0.8182
"INS137","0069-195307-1131",1.0000
"E001","29425",0.5000
"E001","G33-1370-01796-01",1.0000
"INS001","92225",1.0000
"INS084","83540",0.0000
"E001","J46-7840-05035-01",0.0000
"INS010","86225",0.7808
"INS019","72196",1.0000
"E001","93790",0.0000
"INS015","84460",0.5000
"INS008","73090",0.0000
"INS012","10",0.7025
"INS137","73050",0.0000
"E001","82595",0.1750
"INS137","61.01-LS",1.0000
"INS035","86812",0.5000
"INS137","83002",0.6545
"INS137","72080",1.0000
"E001","II0-B395-12763-01",0.0000
"INS026","92015",0.5833
"INS001","10.02",0.0000
"INS002","81001",0.3939
"INS022","82746",0.0000
"INS005","82570",0.1667
"E001","23602",0.8532
