"payer_id","activity_code","coverage_score"
"E001","72083",1.0000
"INS013","93000",0.7857
"INS008","87046",1.0000
"INS013","84165",1.0000
"INS026","76857",1.0000
"E001","73600",0.5693
"INS026","82308",0.0000
"INS026","6659-273401-0061",0.0000
"INS001","6739-174307-0151",1.0000
"INS019","87623",0.0000
"INS019","RAD-CD",1.0000
"INS034","87279",0.5000
"E001","B48-4794-04827-01",0.5000
"INS024","94642",1.0000
"INS002","92511",1.0000
"INS005","1202-260701-1112",0.0000
"INS024","87276",1.0000
"E001","M73-0466-01409-01",0.0000
"INS137","97810",0.9600
"INS005","92567",1.0000
"INS026","84520",0.8000
"E001","A4670",0.7907
"INS014","0027-149902-0511",1.0000
"INS137","86147",0.9737
"INS012","5917-888701-1131",0.6000
"INS012","4573-539001-1023",1.0000
"INS137","0215-126511-1022",1.0000
"INS007","11.02",1.0000
"INS137","88141",1.0000
"SF0051","80061",0.8983
"INS012","0788-106604-1111",0.5000
"INS012","0170-009301-4571",0.0000
"E001","HD0-0525-01509-02",1.0000
"E001","A94-4327-01620-01",0.0000
"E001","99205",1.0000
"INS002","85730",0.6786
"INS137","A9999",1.0000
"INS017","72141",1.0000
"E001","72192",0.8378
"INS014","87338",0.4000
"INS017","87389",1.0000
"E001","71130",0.8462
"INS001","A6413",1.0000
"INS019","84154",1.0000
"E001","83036",0.5746
"E001","92652",0.0000
"INS017","76705",1.0000
"INS026","97811",0.8750
"INS033","92511",0.4000
"E001","J82-A941-00200-01",0.0000
"E001","20680",1.0000
"E001","36000",0.0000
"INS015","11",0.4000
"INS005","73120",1.0000
"INS008","86708",1.0000
"INS008","86800",0.0000
"INS008","92015",0.2000
"INS010","73110",1.0000
"E001","J45-5625-01768-02",0.7632
"INS017","76775",1.0000
"INS134","87209",0.0000
"INS012","A9999",1.0000
"E001","J44-4305-05614-01",0.8644
"INS008","87340",0.0000
"INS008","3735-640409-1021",0.0000
"INS042","82565",0.4286
"INS008","88305",0.2500
"INS022","11.02",1.0000
"INS026","82435",1.0000
"INS012","MS-11",1.0000
"INS017","86160",0.7895
"INS026","2643-633701-0151",1.0000
"E001","B31-2839-01826-02",1.0000
"INS012","95912",1.0000
"E001","11442",0.0000
"INS010","82550",0.5000
"INS008","87209",0.7241
"INS012","76882",0.6000
"INS038","76700",1.0000
"E001","G05-4867-05155-02",1.0000
"E001","M22-1429-00668-02",0.6667
"INS001","97530",0.1394
"INS017","84443",0.6496
"E001","23414",0.0000
"E001","A64-3130-01658-01",0.6038
"E001","O65-2802-03248-01",1.0000
"INS137","82947",0.8675
"INS038","84132",1.0000
"INS002","0186-127401-0851",1.0000
"E001","084143",0.0000
"INS026","20553",0.6190
"INS005","96372",1.0000
"E001","42631",0.6250
"INS012","84436",0.8478
"INS022","87209",0.0000
"INS012","59025",0.1765
"E001","H21-4898-03271-02",0.7097
"INS137","45020",1.0000
"INS008","77081",1.0000
"INS137","20611",0.9355
"INS017","82533",0.0526
"INS002","83002",1.0000
"E001","AB5-C974-16464-01",0.4348
"E001","T52-8054-05096-01",0.5778
"E001","79601",0.5532
"E001","86337",0.0361
"INS002","80061",1.0000
"E001","A49-0781-02362-01",0.2308
"E001","H92-4304-03205-01",1.0000
"INS019","97140",0.3633
"SF0051","94642",0.0000
"INS038","A9999",1.0000
"INS005","87075",1.0000
"E001","L79-1023-08722-02",0.0000
"INS005","87276",0.2000
"E001","H46-9247-09281-02",0.0000
"INS008","72141",1.0000
"INS022","84132",0.0000
"INS024","97161",1.0000
"E001","L96-5311-04867-01",0.6111
"INS001","84484",0.7879
"INS035","80061",0.6250
"E001","86803",0.5047
"INS005","1233-940401-1132",0.0000
"SF0051","1838-538801-1021",0.5000
"INS001","86352",0.0000
"INS012","1400-284703-0862",1.0000
"E001","J82-3885-00670-01",0.3250
"INS034","87260",0.5000
"E001","73200",0.2195
"INS001","86812",0.0000
"INS024","5565-854001-1131",0.0000
"E001","93975",0.4940
"E001","D75-5148-05438-01",0.0000
"E001","72219",1.0000
"INS001","A4248",1.0000
"INS027","80076",1.0000
"E001","B48-1158-04973-01",1.0000
"E001","84255",0.0559
"INS013","86200",1.0000
"SF0051","86200",0.2500
"SF0051","82785",0.0000
"E001","95913",0.3229
"INS137","65",1.0000
"E001","84443",0.7388
"E001","72149",0.7778
"INS137","87086",0.5000
"E001","70200",0.0000
"E001","N37-9163-09073-02",1.0000
"E001","73110",0.6640
"INS013","77002",0.0000
"E001","104121",0.3056
"INS026","4134-127301-0391",0.0000
"INS008","73721",1.0000
"INS137","86235",0.8571
"SP0026","80051",0.0000
"INS038","87338",1.0000
"INS008","73030",1.0000
"E001","A53-4867-05160-01",0.0000
"INS026","1195-678401-1171",0.0000
"E001","L33-2109-00869-01",0.5875
"INS026","86340",1.0000
"INS026","84591",1.0000
"E001","84201",0.0000
"E001","V30-7944-02162-01",0.4160
"INS013","85597",0.2105
"INS024","73020",0.0000
"E001","L91-1282-05266-01",0.0000
"INS137","92511",0.0000
"INS026","0219-103201-0391",0.0000
"INS019","E1399",1.0000
"E001","72100",0.8242
"INS044","83002",0.0000
"INS010","73564",0.0000
"INS026","0027-128801-1971",0.0000
"INS134","82310",0.0000
"INS084","86225",0.0000
"INS013","83735",0.4712
"SP0026","84443",0.0000
"E001","I75-0375-02234-01",0.2368
"INS027","87206",0.0000
"E001","20119",0.3314
"INS008","83036",0.7170
"E001","084211",0.0000
"INS137","84702",0.6739
"E001","N35-5666-00180-01",0.0000
"INS012","3834-106618-1001",1.0000
"INS002","1838-538801-1021",1.0000
"INS012","82565",0.1879
"E001","L69-4165-04537-01",1.0000
"INS134","83993",0.0000
"INS008","83615",1.0000
"INS015","87340",0.0000
"E001","71201",0.7955
"INS026","77002",0.0000
"INS022","51741",1.0000
"INS013","97140",0.2609
"INS001","73630",0.2273
"INS026","87276",0.7963
"E001","89051",0.0000
"E001","12001",1.0000
"INS001","82540",0.7826
"INS001","84630",0.0000
"INS024","0027-128801-1971",1.0000
"INS026","2209-906401-0151",1.0000
"E001","A37-3831-06298-01",0.6923
"E001","CW9-B591-01106-01",0.1667
"INS026","A6413",1.0000
"E001","I68-2214-03686-01",0.0820
"INS012","17111",0.0000
"INS012","96365",0.5435
"INS017","82525",1.0000
"INS137","84443",0.7458
"E001","O28-3871-04176-01",0.1286
"E001","G93-5627-01796-01",0.2770
"E001","K39-3617-02506-01",0.7222
"INS026","82043",0.6222
"INS013","1233-940401-1132",0.0000
"E001","86780",0.1533
"INS014","87340",0.1304
"E001","G05-3258-03784-01",0.6780
"E001","86711",0.2500
"INS001","90471",1.0000
"INS001","11420",0.0000
"INS137","0006-282402-0801",0.0000
"INS002","11400",1.0000
"INS002","86140",0.7791
"INS013","0188-135907-2441",1.0000
"E001","K38-4486-05107-01",1.0000
"INS001","85060",1.0000
"INS012","84156",0.7500
"E001","104102",0.4583
"INS002","73030",0.6667
"E001","69210",0.2965
"INS002","76705",1.0000
"INS022","87338",0.5833
"INS137","93015",1.0000
"E001","I00-1196-01990-01",0.4118
"E001","23511",0.0000
"INS012","87205",0.4194
"INS019","95886",0.2308
"E001","75561",1.0000
"INS001","86738",0.1852
"INS019","90471",0.3333
"E001","80164",0.0000
"INS026","86255",0.0000
"INS013","85613",0.7000
"E001","F58-4787-05024-01",0.4286
"INS044","85025",0.5733
"E001","79403",0.3786
"INS137","87260",0.3810
"INS026","92567",0.8000
"E001","H01-5228-05563-01",0.0000
"INS001","A6402",1.0000
"INS019","83540",1.0000
"E001","O62-2809-00882-02",0.9139
"INS013","87280",1.0000
"E001","23102",1.0000
"E001","27695",1.0000
"E001","H21-4745-02879-03",0.2759
"INS042","5917-888701-1131",0.0000
"E001","H27-6172-00460-01",0.2941
"INS137","0002-207902-1001",0.0000
"INS026","82533",0.5354
"INS019","76700",0.6410
"E001","H98-2395-03008-01",0.7278
"INS013","93970",1.0000
"INS013","11900",1.0000
"E001","86622",0.1379
"E001","87077",0.6786
"INS013","86431",0.9167
"SF0051","83525",1.0000
"E001","L72-1046-01352-01",0.7394
"E001","H95-C006-01796-02",1.0000
"SP0026","82977",1.0000
"INS001","0278-107904-1162",1.0000
"INS001","2503-238807-1021",1.0000
"INS026","85730",0.8824
"INS008","0189-200901-1021",1.0000
"E001","72231",0.6899
"INS012","MHD-Acu-1",1.0000
"INS084","85025",0.3556
"INS002","0993-649501-3592",1.0000
"INS034","82570",0.0000
"INS137","76705",0.8588
"INS005","90474",0.6000
"E001","99212",0.1758
"INS017","93000",0.8182
"E001","IL0-B404-07749-01",0.0000
"INS026","4661-769701-1021",1.0000
"E001","044122",0.0000
"E001","Q41-7279-01952-01",0.3500
"INS026","J7030",1.0000
"E001","64614",1.0000
"INS012","46600",1.0000
"E001","DEN-173",1.0000
"INS022","72170",1.0000
"E001","014223",0.0000
"E001","83721",0.7472
"INS026","86787",0.0000
"INS017","81025",1.0000
"INS010","76856",1.0000
"INS012","83525",0.8841
"INS005","76700",1.0000
"E001","99393",0.7750
"E001","44970",1.0000
"INS026","0027-151101-0391",1.0000
"INS137","87506",1.0000
"INS005","85730",0.0000
"E001","D60-0699-00790-01",0.0000
"INS038","83001",0.3333
"INS026","A4927",1.0000
"INS017","86663",0.0000
"INS002","87209",1.0000
"INS001","0027-265802-1161",0.5000
"E001","K22-1219-05690-01",0.0000
"E001","86703",0.2951
"INS022","76857",0.0000
"INS017","0336-447501-1131",0.6154
"E001","26605",1.0000
"INS010","4061-375703-0391",1.0000
"INS019","20611",0.0000
"INS002","82306",1.0000
"INS010","25246",1.0000
"E001","064111",0.0000
"INS013","80053",0.3380
"INS033","73560",0.6667
"INS137","80061",0.6854
"INS022","84443",0.8276
"INS027","84443",1.0000
"INS019","A9270",1.0000
"INS137","80074",1.0000
"E001","23504",0.0000
"E001","A23-0087-00100-01",0.0000
"INS013","A9999",1.0000
"INS014","76700",1.0000
"E001","B08-7458-05963-01",1.0000
"INS026","84155",1.0000
"E001","H21-0269-01884-01",0.0000
"INS008","4885-107902-0971",0.5000
"INS137","17250",0.2500
"INS013","83540",0.2609
"INS013","83001",1.0000
"E001","82950",1.0000
"INS008","0186-127401-0851",0.0000
"INS026","1217-627603-1022",0.0000
"INS137","85025",0.8473
"INS041","87880",0.3889
"INS026","85060",1.0000
"INS008","10",0.6731
"INS001","11403",1.0000
"INS017","84450",0.7531
"INS026","84436",0.5645
"E001","P16-7084-07120-01",0.0000
"INS005","86235",0.0000
"INS012","86787",1.0000
"E001","99244",0.9839
"INS014","0003-115801-1171",0.4211
"INS026","1700-504301-1451",1.0000
"INS044","90460",0.5000
"INS001","0321-133803-0391",0.4286
"INS013","87338",0.8392
"INS038","84144",0.3333
"E001","J58-0081-03012-02",1.0000
"INS137","87046",0.6087
"E001","063120",0.0000
"E001","094142",0.0000
"INS002","82607",1.0000
"E001","86615",0.0000
"INS001","2139-128302-0651",0.2500
"E001","071141",1.0000
"E001","86611",0.5000
"INS137","73020",1.0000
"E001","43429",0.6333
"INS008","82728",0.4220
"INS001","0005-150407-1172",0.0000
"E001","81003",1.0000
"INS005","4573-845201-4361",0.0000
"INS005","82977",0.0000
"INS001","11400",0.2500
"INS137","70553",1.0000
"INS005","0336-447501-1131",1.0000
"INS137","64493",1.0000
"E001","72082",0.3657
"INS010","93306",1.0000
"INS001","0788-106604-1111",0.4000
"INS012","80069",0.3600
"INS005","10",0.7000
"INS137","85060",1.0000
"INS027","83516",0.0000
"INS002","51798",1.0000
"E001","K57-4867-05178-01",0.5756
"INS137","84630",0.8684
"INS084","84550",1.0000
"E001","H95-B792-14066-02",0.8839
"INS001","64495",1.0000
"E001","80366",0.2026
"E001","25-01",1.0000
"INS015","82247",0.0000
"INS026","86704",1.0000
"E001","84481",0.4215
"E001","A17-4145-05174-01",1.0000
"E001","A64-3480-03984-01",1.0000
"E001","L3762",0.0000
"E001","87491",0.6755
"SF0051","84443",0.9200
"INS013","97811",0.8095
"INS001","92134",0.4615
"INS001","84075",0.5413
"E001","K54-0972-01274-01",0.4906
"INS001","SL-001",1.0000
"INS001","96365",0.5678
"E001","C11-0130-03743-01",0.0000
"INS005","45380",1.0000
"E001","92567",0.8602
"INS017","86225",0.6277
"INS026","86225",0.7560
"INS024","73560",0.0000
"INS026","0619-621301-1451",0.3462
"INS008","BS-10",1.0000
"E001","86663",0.2215
"E001","A9278",0.0000
"INS008","0993-649501-3592",0.0000
"INS002","0031-187502-0151",1.0000
"INS028","86235",0.0000
"E001","K40-4909-03750-01",1.0000
"INS139","1233-940401-1132",0.0000
"INS026","0035-107704-1372",1.0000
"E001","J06-1720-04956-02",1.0000
"INS013","72082",0.6000
"E001","E40-B893-13935-01",0.3270
"INS001","0189-126001-1971",0.3500
"INS026","5931-951703-1071",0.0000
"E001","01601",0.3594
"INS017","73620",0.0000
"INS026","85610",0.9022
"INS137","11",0.9445
"INS001","80076",0.7021
"INS001","82150",0.9444
"INS026","0027-166101-0391",0.0000
"E001","B74-1727-02166-01",0.2253
"E001","82150",0.1737
"INS013","80051",1.0000
"E001","F72-3994-07613-03",0.5524
"E001","034132",0.1695
"INS019","83735",1.0000
"INS008","51741",1.0000
"E001","92134",0.4205
"E001","E93-4075-03665-01",0.0000
"INS012","93224",1.0000
"E001","I18-0147-03200-01",0.3125
"SF0051","84436",1.0000
"INS026","88305",0.7419
"E001","14611",0.8506
"INS022","76536",0.0000
"INS002","86003-Resp",1.0000
"INS001","0002-207902-1001",1.0000
"INS002","88142",1.0000
"INS017","86703",0.1034
"E001","93965",1.0000
"INS084","84439",1.0000
"INS012","73562",0.7333
"INS026","1838-538801-1021",0.3000
"E001","E13-7116-07141-01",0.0000
"INS019","84443",0.5588
"INS026","2505-156209-1451",0.5000
"INS024","87209",1.0000
"E001","94010",0.4720
"E001","F88-2181-03850-01",0.0000
"INS035","88342",1.0000
"INS137","86708",1.0000
"INS008","83520",0.1600
"INS001","A4649",1.0000
"E001","80641",0.0000
"INS008","MB-Kit",1.0000
"SF0051","83735",0.0000
"E001","32313",0.8733
"INS026","86703",0.1290
"E001","P97-6202-06383-01",0.0000
"INS015","84436",0.0000
"INS024","0219-123702-1381",1.0000
"INS019","73718",0.0000
"E001","A94-0368-07977-01",0.0000
"E001","81539",0.0000
"INS013","86235",0.2857
"E001","83970",0.5084
"INS002","0009-149102-2611",0.5000
"INS010","82533",1.0000
"INS001","74177",0.8667
"INS022","84460",0.1400
"INS001","85379",0.0000
"SF0051","74230",0.7000
"E001","88173",0.0000
"INS014","86160",0.5957
"INS038","82784",0.3043
"E001","H21-0172-02822-03",0.2500
"INS012","82465",0.7895
"E001","93005",0.2000
"E001","L69-3174-01079-01",0.4631
"INS137","A4554",1.0000
"INS002","84702",0.0000
"INS137","84402",0.5217
"INS012","73030",0.8571
"INS014","88305",0.3333
"E001","V86-C886-03232-01",1.0000
"INS038","84480",0.0000
"E001","194191",0.0000
"E001","E40-A159-10679-01",1.0000
"E001","82105",0.2774
"E001","J45-1781-00312-01",0.3333
"E001","L78-5246-06551-01",0.8051
"INS001","6116-385203-1131",0.0000
"E001","79333",0.0000
"INS008","A4657",1.0000
"INS026","5254-830602-2401",0.0000
"INS028","83721",1.0000
"E001","G22-0816-01957-01",1.0000
"INS044","82565",0.4750
"INS012","64455",1.0000
"INS001","2569-248001-0391",0.0000
"E001","06601",1.0000
"E001","97172",1.0000
"INS001","76872",0.0000
"E001","E40-2403-03004-01",1.0000
"INS013","1693-203703-1071",0.0000
"INS026","0003-481902-0391",0.5714
"INS027","86812",0.7500
"E001","J45-1068-05784-01",0.0000
"INS015","1233-940401-1132",0.0000
"INS012","86301",1.0000
"SF0051","73030",0.7500
"INS008","82248",0.7083
"E001","97012",1.0000
"INS005","85598",1.0000
"INS002","84146",1.0000
"E001","B46-2495-03173-01",1.0000
"INS026","73221",1.0000
"INS002","87177",1.0000
"INS001","0397-116206-1171",0.0000
"E001","J30-1726-02166-02",0.0000
"INS012","82247",0.6333
"INS137","88305",0.7368
"INS002","29125",1.0000
"INS044","84443",0.5000
"E001","I68-2213-03687-01",0.5323
"INS012","2979-200204-3841",1.0000
"INS013","76830",0.9130
"E001","B46-5682-01576-01",0.5148
"INS001","6108-111908-1003",1.0000
"E001","A54-4708-01090-02",0.0000
"INS001","72148",0.5909
"INS026","84144",0.2583
"INS019","87075",1.0000
"E001","M20-1608-03847-02",0.0000
"E001","80069",0.6443
"INS010","90472",1.0000
"E001","17-24",0.7500
"E001","12031",0.0000
"INS002","76872",1.0000
"INS002","0138-169101-1451",0.0000
"INS013","11.02",0.9277
"INS012","76700",0.3311
"INS026","70496",1.0000
"E001","96368",0.9264
"INS001","80051",0.7341
"INS010","83516",0.6531
"INS017","2503-238807-1021",1.0000
"INS026","92553",0.0000
"INS038","86812",1.0000
"INS012","0090-260702-0551",1.0000
"E001","82274",0.2745
"E001","H68-8547-03340-05",1.0000
"INS008","84155",0.0000
"INS005","86039",1.0000
"INS017","86147",0.0000
"INS002","89320",1.0000
"E001","72128",0.0000
"INS005","5468-863301-1131",1.0000
"INS027","86235",0.0000
"E001","E40-A159-10672-01",0.0000
"INS001","70220",1.0000
"INS008","82465",1.0000
"INS026","20604",1.0000
"INS013","A4927",1.0000
"INS008","73562",0.4286
"INS015","86038",0.3333
"INS024","84450",0.4615
"INS002","73562",1.0000
"INS024","0278-107904-1162",1.0000
"INS001","0414-203702-1971",1.0000
"INS001","69210",0.6538
"E001","Q35-6403-00564-01",1.0000
"E001","32232",0.0000
"INS001","20.09",0.1522
"INS044","82310",0.4444
"INS001","5676-345301-0391",1.0000
"INS010","86038",0.8571
"INS134","84450",0.0000
"INS008","97530",0.4468
"E001","044153",0.0000
"INS012","83935",0.5882
"INS013","86334",1.0000
"INS005","86140",0.6555
"E001","M40-6362-04442-01",1.0000
"E001","70553",0.6129
"INS001","86147",1.0000
"INS084","86140",1.0000
"INS044","97811",0.6000
"E001","23211",0.5714
"INS038","11.02",0.1538
"E001","IC6-B276-12790-02",0.0000
"INS026","82670",0.6149
"INS008","5251-624304-3591",0.0000
"E001","11750",1.0000
"E001","79603",1.0000
"E001","H68-0954-03862-01",0.7949
"INS024","11",0.8961
"INS137","82164",0.0000
"INS018","82570",1.0000
"INS038","87880",0.0000
"E001","A49-3401-03611-01",0.5000
"INS040","87177",0.0000
"INS026","73130",0.0000
"INS137","SL-001",1.0000
"E001","K38-1551-04375-02",0.9728
"E001","A27-2401-08714-02",0.2667
"INS013","2063-111936-3351",1.0000
"INS013","82570",0.3098
"E001","L91-5130-02327-01",0.0000
"E001","N65-0079-04532-01",0.6667
"INS008","1400-284703-0862",0.0000
"E001","85651",0.0000
"INS084","84443",1.0000
"E001","82746",0.3281
"INS005","0035-260403-1171",1.0000
"INS026","86334",0.3333
"INS013","87260",1.0000
"INS012","91110",1.0000
"INS042","90461",1.0000
"INS008","A9999",1.0000
"E001","85302",0.0000
"E001","Q60-A694-11673-01",0.7407
"E001","73010",0.0000
"INS013","85303",1.0000
"INS026","71120",0.0000
"E001","112420",0.0000
"E001","82668",0.6429
"E001","70544",0.6905
"E001","69000",1.0000
"SF0051","86431",1.0000
"INS137","45541",1.0000
"INS012","5659-894001-1131",0.0000
"INS002","10",0.9213
"INS010","84295",0.3077
"SF0051","72040",0.5000
"E001","97119",0.0000
"INS002","A9999",1.0000
"INS026","0005-111805-1021",0.6667
"E001","84703",0.1700
"INS001","0135-142903-1112",0.0000
"INS010","82728",0.6744
"INS024","87275",0.7143
"INS001","0003-115801-1171",0.7778
"INS137","76881",0.7727
"SP0026","80076",1.0000
"E001","86480",0.5820
"E001","C1781",0.0000
"E001","93015",0.5243
"INS002","86334",1.0000
"INS019","0336-447501-1131",0.2727
"INS028","77081",1.0000
"E001","M20-1608-03849-01",0.0000
"E001","A64-1536-05978-01",0.6000
"INS013","92511",1.0000
"E001","J48-1657-04995-01",0.6250
"INS012","82977",0.8016
"INS001","96375",0.0000
"INS001","76700",0.4804
"INS038","84075",0.4615
"INS033","83001",1.0000
"E001","I72-2025-00169-01",0.0976
"INS013","83090",0.4706
"E001","I67-1764-03378-01",0.5932
"INS026","0138-169101-1451",0.0000
"E001","E08-3921-03189-01",0.2500
"INS026","84480",0.3056
"E001","23212",0.9022
"INS026","70486",1.0000
"INS008","92250",1.0000
"INS028","84460",0.5769
"INS026","75574",0.0000
"E001","214163",0.0000
"INS012","77080",0.7692
"INS001","0186-215002-1451",0.1765
"INS137","90461",0.3793
"INS026","86304",0.7895
"E001","20121",0.3265
"INS008","74177",0.9333
"INS002","A4332",1.0000
"SP0026","11.02",1.0000
"INS001","85598",1.0000
"INS038","84550",1.0000
"E001","99234",0.2308
"INS012","84450",0.5970
"E001","83876",0.0000
"INS026","73070",0.0000
"INS017","87804",0.0000
"INS013","71045",0.0000
"INS024","86039",1.0000
"INS014","82784",0.0000
"E001","D23-5998-02817-01",0.6364
"E001","F24-3665-02628-01",0.3333
"INS001","20610",0.5536
"E001","93976",0.5733
"INS026","0186-143701-0062",0.0000
"E001","A88-2054-02495-01",0.5000
"INS005","74018",1.0000
"E001","F27-3776-05666-01",0.6042
"E001","G05-2808-03044-01",0.3947
"E001","C18-5665-04946-01",0.6383
"INS026","A6216",1.0000
"INS038","87209",1.0000
"E001","I72-8272-08068-01",0.6701
"INS010","85025",0.9072
"INS001","A4245",1.0000
"INS013","85306",1.0000
"INS019","85610",0.9091
"E001","J94-0714-05002-01",0.0000
"INS026","0031-109203-0151",0.0000
"INS019","A4927",1.0000
"E001","82553",0.0219
"E001","L69-5780-01097-02",0.4808
"INS024","87280",0.8182
"INS012","74150",1.0000
"INS013","J7120",1.0000
"E001","82397",1.0000
"INS042","76856",0.0000
"INS008","86376",0.0000
"E001","76942",0.3594
"E001","92584",1.0000
"E001","99231",0.7634
"INS012","11",0.8802
"E001","H45-3454-05552-01",0.1791
"INS002","82746",1.0000
"INS001","0071-158501-0391",1.0000
"INS012","90472",0.8085
"INS008","87880",0.8000
"E001","72050",0.8563
"E001","J91-2171-00780-01",0.0000
"INS026","0077-343201-0451",1.0000
"INS033","83002",1.0000
"INS019","82784",0.2927
"INS022","84295",0.2069
"E001","99385",0.7500
"E001","92587",0.0000
"E001","N37-3858-04162-01",0.0000
"E001","J49-1131-05043-04",0.0357
"INS026","76817",0.4667
"E001","85240",0.0000
"INS026","0788-106604-1111",0.0000
"INS002","73560",0.0000
"INS002","73140",1.0000
"E001","J82-A941-00199-01",0.5741
"E001","O62-4888-05178-01",0.5435
"INS015","90461",0.2000
"E001","02141",0.0000
"INS012","87324",1.0000
"E001","86308",0.0000
"E001","K57-1331-01693-01",0.0000
"INS013","70547",1.0000
"INS019","73140",0.3333
"INS137","0170-009201-1021",0.5455
"INS001","0321-164103-2191",0.0000
"E001","93923",0.5405
"INS002","2505-156209-1451",0.0000
"E001","J94-0714-05007-01",0.0000
"INS014","84295",0.0000
"E001","90471",0.2137
"E001","H21-4006-02661-02",0.0000
"INS139","5917-888701-1131",0.0000
"INS038","83002",0.3333
"E001","73590",0.7444
"INS012","87045",0.6444
"E001","84101",0.0938
"INS013","4973-122303-0391",0.0000
"INS013","0170-009401-1131",1.0000
"E001","10060",0.9209
"INS019","82248",0.6154
"INS014","90471",1.0000
"E001","80307",0.2408
"INS137","A4657",1.0000
"INS005","82274",0.6087
"E001","99284",0.9751
"E001","B62-0214-02570-01",0.4211
"E001","37241",1.0000
"INS026","93015",1.0000
"INS017","64405",0.0000
"INS017","84075",0.0000
"INS010","73080",0.5000
"INS019","80061",0.7364
"E001","C80-0709-02879-01",0.5769
"INS137","80051",0.8507
"INS038","86431",0.6250
"INS005","58300",1.0000
"E001","82164",0.4355
"INS013","86812",0.2727
"INS012","84478",0.7895
"INS014","87209",0.2500
"INS026","0063-371605-1022",0.6667
"INS015","17.24",0.0000
"INS137","A4248",1.0000
"E001","H37-2455-02883-01",0.0000
"INS137","23552",1.0000
"INS014","80061",0.0000
"INS009","0090-260702-0551",0.5000
"INS005","0006-106601-0392",1.0000
"E001","29130",0.9074
"INS013","82150",1.0000
"E001","67205",1.0000
"INS026","84481",0.8111
"INS024","82565",0.7551
"INS026","0281-367801-0431",0.0000
"E001","92625",0.4778
"INS137","1145-218403-1021",0.8750
"INS026","84630",0.0000
"INS026","72196",1.0000
"INS137","77080",0.5909
"E001","86161",0.0000
"INS019","80076",0.5375
"INS005","87177",0.3077
"INS001","83735",0.5615
"E001","G98-1241-03799-02",0.8649
"E001","81025",0.1988
"INS044","83721",1.0000
"INS139","5252-128409-0151",1.0000
"INS044","82784",1.0000
"INS137","97811",0.9600
"E001","82948",0.6523
"INS008","E1399",1.0000
"INS012","80061",0.8272
"INS026","87804",0.9452
"INS137","72195",1.0000
"E001","EZ3-A445-11152-01",0.6328
"INS002","96365",0.8000
"INS038","84295",1.0000
"E001","76873",0.3750
"INS033","77080",1.0000
"INS012","76805",0.0000
"INS019","86704",0.2727
"INS019","15",0.5676
"INS014","74018",1.0000
"E001","J45-2088-05841-01",0.5385
"E001","01502",0.2000
"INS019","82542",0.0000
"SF0051","83721",0.6048
"INS137","2569-248001-0391",0.3333
"INS137","1700-616002-0781",1.0000
"INS018","85025",1.0000
"INS001","0027-128802-1971",0.0000
"INS008","11900",1.0000
"E001","99091",0.0000
"INS012","86704",0.8857
"E001","033150",0.0000
"INS024","86812",1.0000
"INS044","84146",1.0000
"INS026","73110",0.2500
"INS019","83021",1.0000
"E001","81000",1.0000
"INS002","84481",1.0000
"INS001","4973-122303-0391",0.0000
"INS002","82977",1.0000
"E001","V30-9324-05783-01",0.8235
"INS137","73100",1.0000
"INS012","88312",0.5000
"INS034","80076",1.0000
"INS001","86677",1.0000
"INS012","83721",0.9442
"INS017","73600",0.0000
"INS018","83516",0.0000
"INS137","97530",0.4483
"INS026","86695",0.3333
"SF0051","11",0.9714
"E001","64493",0.7692
"INS139","97140",0.0000
"INS137","76942",0.6000
"INS008","83516",0.7209
"E001","O76-1584-05818-01",0.1429
"E001","A60-8276-08101-02",0.0000
"INS002","86255",1.0000
"INS008","77080",0.5600
"INS137","83735",0.6331
"INS005","82746",0.0000
"E001","H95-3096-00290-01",1.0000
"INS012","73600",0.5161
"INS137","29888",1.0000
"INS001","93015",0.3077
"E001","95908",0.5556
"INS010","82947",0.5825
"INS008","86304",1.0000
"E001","97010",0.0176
"INS017","82728",0.5798
"INS017","0005-119803-1173",0.0000
"INS013","43239",1.0000
"INS038","15",1.0000
"INS026","97110",0.3969
"INS002","0219-123702-1381",0.0000
"INS022","84154",1.0000
"INS026","MHD-Acu-10",1.0000
"E001","032240",0.5000
"INS010","5468-863301-1131",0.6667
"E001","J45-5619-01799-03",0.0000
"INS007","11",0.3621
"INS013","0063-371603-1021",0.5882
"INS002","86003-Food",1.0000
"INS137","87279",0.4706
"INS137","91065",0.8246
"INS012","82941",0.0000
"INS137","87205",1.0000
"INS008","86235",0.7778
"E001","85652",0.4459
"E001","B46-0439-00940-01",0.5000
"INS026","97161",0.5842
"E001","84270",0.5392
"SF0051","A4215",1.0000
"E001","51601",0.0000
"INS137","72110",0.0000
"INS001","0063-371603-1021",0.0778
"INS137","86146",0.8276
"INS035","83721",1.0000
"INS002","82728",1.0000
"INS026","1007-140501-0151",0.6667
"E001","G02-5493-03399-02",0.2222
"INS042","90474",1.0000
"INS007","80069",1.0000
"E001","29075",0.4737
"SF0051","72141",1.0000
"INS010","76705",1.0000
"INS001","6755-949201-4571",1.0000
"INS005","87205",0.0000
"E001","80183",0.0000
"INS008","86704",0.2000
"INS017","92567",0.6667
"INS002","0031-109203-0151",1.0000
"INS017","72040",1.0000
"INS026","7347-001301-4021",0.3500
"INS017","73120",0.1250
"INS012","82040",0.0000
"E001","99172",0.6531
"INS026","87591",1.0000
"INS001","1162-106616-2001",0.0000
