"payer_id","diagnosis_code","activity_code","pa_risk_score"
"E001","H57.12","82948",0.0000
"E001","H57.12","83615",0.0000
"E001","H57.12","83690",0.0000
"E001","H57.12","84439",0.0000
"E001","H57.12","84443",0.0000
"E001","H57.12","84481",0.0000
"E001","H57.12","85025",0.0000
"E001","H57.12","86140",0.0000
"E001","H57.12","87275",0.0000
"E001","H57.12","87276",0.0000
"E001","H57.12","87880",0.0000
"E001","H57.12","93000",0.0000
"E001","H57.12","94640",0.0000
"E001","H57.12","96361",0.0000
"E001","H57.12","96365",0.0000
"E001","H57.12","96367",0.0000
"E001","H57.12","96372",0.0000
"E001","H57.12","96374",0.0000
"E001","H57.12","96375",0.0000
"E001","H57.12","99202",0.0000
"E001","H57.12","99283",0.0000
"E001","H57.12","A64-5211-05544-01",1.0000
"E001","H57.12","A77-5990-06186-01",0.0000
"E001","H57.12","AJ1-8982-09118-01",0.0000
"E001","H57.12","B46-3628-02166-01",0.0000
"E001","H57.12","D60-1528-03102-01",0.0000
"E001","H57.12","D86-1376-01786-01",0.0000
"E001","H57.12","DC5-A195-02166-02",0.0000
"E001","H57.12","E98-4614-03232-01",0.0000
"E001","H57.12","EM0-A371-10943-01",0.0000
"E001","H57.12","F15-6596-04308-02",0.0000
"E001","H57.12","G05-4880-01721-02",0.0000
"E001","H57.12","G93-5627-01796-01",0.0000
"E001","H57.12","GL2-A850-00287-01",0.0000
"E001","H57.12","H21-4745-02881-01",0.0000
"E001","H57.12","H45-6844-04173-01",0.0000
"E001","H57.12","H95-B792-14066-02",0.0000
"E001","H57.12","JQ9-0699-00779-02",0.0000
"E001","H57.12","O62-2809-00882-02",0.0000
"E001","H57.12","R46-6840-03887-01",0.0000
"E001","H57.12","U90-7991-05180-04",0.0000
"E001","H57.13","064112",0.0000
"E001","H57.13","80048",0.0000
"E001","H57.13","80053",0.0000
"E001","H57.13","82550",0.0000
"E001","H57.13","85025",0.0000
"E001","H57.13","86140",0.0000
"E001","H57.13","87275",0.0000
"E001","H57.13","87276",0.0000
"E001","H57.13","87880",0.0000
"E001","H57.13","96361",0.0000
"E001","H57.13","96365",0.0000
"E001","H57.13","96367",0.0000
"E001","H57.13","96374",0.0000
"E001","H57.13","96375",0.0000
"E001","H57.13","99212",0.0000
"E001","H57.13","99283",0.0000
"E001","H57.13","A36-A201-10728-01",0.0000
"E001","H57.13","A72-3873-04176-01",0.0000
"E001","H57.13","B46-3628-02155-01",0.0000
"E001","H57.13","F15-6596-04308-02",0.0000
"E001","H57.13","G05-4622-00881-01",0.0000
"E001","H57.89","70450",0.0000
"E001","H57.89","72081",0.0000
"E001","H57.89","80048",0.0000
"E001","H57.89","80053",0.0000
"E001","H57.89","80061",0.0000
"E001","H57.89","81001",0.0000
"E001","H57.89","82150",0.0000
"E001","H57.89","82306",0.0000
"E001","H57.89","82550",0.0000
"E001","H57.89","82607",0.0000
"E001","H57.89","82728",0.0000
"E001","H57.89","82746",0.0000
"E001","H57.89","82955",0.0000
"E001","H57.89","83021",0.0000
"E001","H57.89","83036",0.0000
"E001","H57.89","83540",0.0000
"E001","H57.89","83550",0.0000
"E001","H57.89","83615",0.0000
"E001","H57.89","83690",0.0000
"E001","H57.89","83721",0.0000
"E001","H57.89","83735",0.0000
"E001","H57.89","84100",0.0000
"E001","H57.89","84443",0.0000
"E001","H57.89","84466",0.0000
"E001","H57.89","84550",0.0000
"E001","H57.89","85018",0.0000
"E001","H57.89","85025",0.0000
"E001","H57.89","85060",0.0000
"E001","H57.89","85660",0.0000
"E001","H57.89","86003",0.0000
"E001","H57.89","86140",0.0000
"E001","H57.89","87086",0.0000
"E001","H57.89","87275",0.0000
"E001","H57.89","87276",0.0000
"E001","H57.89","87880",0.0000
"E001","H57.89","92025",0.0000
"E001","H57.89","92134",0.0000
"E001","H57.89","92283",0.0000
"E001","H57.89","94640",0.0000
"E001","H57.89","96361",0.0000
"E001","H57.89","96374",0.0000
"E001","H57.89","96375",0.0000
"E001","H57.89","99202",0.0000
"E001","H57.89","99203",0.0000
"E001","H57.89","99212",0.0000
"E001","H57.89","99213",0.0000
"E001","H57.89","99282",0.0000
"E001","H57.89","99283",0.0000
"E001","H57.89","C81-0459-03097-01",0.0000
"E001","H57.89","F15-6596-04308-02",0.0000
"E001","H57.89","H21-2547-04308-01",0.0000
"E001","H57.89","K57-4867-05178-01",0.0000
"E001","H57.89","N01-4644-01796-01",0.0000
"E001","H57.9","99202",0.0000
"E001","H59.033","114121",0.0000
"E001","H59.033","C08-0428-00492-01",0.0000
"E001","H59.033","C84-5255-03449-01",0.0000
"E001","H59.033","I67-1104-00729-01",0.0000
"E001","H59.033","I67-1106-00730-01",0.0000
"E001","H59.033","I67-1764-03387-01",0.0000
"E001","H59.033","J45-1409-05780-01",0.0000
"E001","H59.033","L79-1023-08723-02",0.0000
"E001","H59.033","Z13-8568-03608-01",0.0000
"E001","H59.811","72100",0.0000
"E001","H59.811","99204",0.0000
"E001","H59.89","064112",0.0000
"E001","H60.01","10060",0.0000
"E001","H60.01","80053",0.0000
"E001","H60.01","83036",0.0000
"E001","H60.01","85025",0.0000
"E001","H60.01","86140",0.0000
"E001","H60.01","96365",0.0000
"E001","H60.01","96372",0.0000
"E001","H60.01","96375",0.0000
"E001","H60.01","99283",0.0000
"E001","H60.01","A51-3126-02924-02",0.0000
"E001","H60.01","E98-4614-03232-01",0.0000
"E001","H60.01","F15-6596-04308-02",0.0000
"E001","H60.01","H21-4261-03760-01",0.0000
"E001","H60.01","M73-0466-01399-01",0.0000
"E001","H60.02","10060",0.0000
"E001","H60.02","24",0.0000
"E001","H60.02","51-02",0.0000
"E001","H60.02","69000",0.0000
"E001","H60.02","80053",0.0000
"E001","H60.02","83036",0.0000
"E001","H60.02","85025",0.0000
"E001","H60.02","86140",0.0000
"E001","H60.02","87070",0.0000
"E001","H60.02","87075",0.0000
"E001","H60.02","99212",0.0000
"E001","H60.02","99283",0.0000
"E001","H60.12","71045",0.0000
"E001","H60.12","80048",0.0000
"E001","H60.12","80053",0.0000
"E001","H60.12","82962",0.0000
"E001","H60.12","84484",0.0000
"E001","H60.12","85025",0.0000
"E001","H60.12","85379",0.0000
"E001","H60.12","86140",0.0000
"E001","H60.12","93000",0.0000
"E001","H60.12","94640",0.0000
"E001","H60.12","96374",0.0000
"E001","H60.12","96375",0.0000
"E001","H60.12","99283",0.0000
"E001","H60.12","99284",0.0000
"E001","H60.12","B54-2431-02824-01",0.0000
"E001","H60.12","E00-0162-04998-01",0.0000
"E001","H60.12","E98-4614-03232-01",0.0000
"E001","H60.12","F15-6596-04308-02",0.0000
"E001","H60.311","032120",0.0000
"E001","H60.311","30520",0.0000
"E001","H60.311","69210",0.0000
"E001","H60.311","82435",0.0000
"E001","H60.311","82565",0.0000
"E001","H60.311","82947",0.0000
"E001","H60.311","83036",0.0000
"E001","H60.311","84132",0.0000
"E001","H60.311","84295",0.0000
"E001","H60.311","84520",0.0000
"E001","H60.311","85025",0.0000
"E001","H60.311","85610",0.0000
"E001","H60.311","85730",0.0000
"E001","H60.311","92553",0.0000
"E001","H60.311","92567",0.0000
"E001","H60.311","93000",0.0000
"E001","H60.311","99203",0.0000
"E001","H60.311","99204",0.0000
"E001","H60.311","A4649",0.0000
"E001","H60.312","31231",0.0000
"E001","H60.312","69210",0.0000
"E001","H60.312","82948",0.0000
"E001","H60.312","92553",0.0000
"E001","H60.312","99203",0.0000
"E001","H60.312","99204",0.0000
"E001","H60.312","99213",0.0000
"E001","H60.313","31231",0.0000
"E001","H60.313","69210",0.0000
"E001","H60.313","87070",0.0000
"E001","H60.313","87075",0.0000
"E001","H60.313","87205",0.0000
"E001","H60.313","92553",0.0000
"E001","H60.313","92567",0.0000
"E001","H60.313","99203",0.0000
"E001","H60.313","99204",0.0000
"E001","H60.392","80048",0.0000
"E001","H60.392","85025",0.0000
"E001","H60.392","86140",0.0000
"E001","H60.392","94640",0.0000
"E001","H60.392","96361",0.0000
"E001","H60.392","96365",0.0000
"E001","H60.392","96375",0.0000
"E001","H60.392","99283",0.0000
"E001","H60.392","B46-4387-00779-01",0.0000
"E001","H60.392","E98-4614-03232-01",0.0000
"E001","H60.392","F15-6596-04308-02",0.0000
"E001","H60.392","O62-2809-00882-02",0.0000
"E001","H60.393","80061",0.0000
"E001","H60.393","82306",0.0000
"E001","H60.393","83036",0.0000
"E001","H60.393","83721",0.0000
"E001","H60.393","99203",0.0000
"E001","H60.501","80048",0.0000
"E001","H60.501","85025",0.0000
"E001","H60.501","86140",0.0000
"E001","H60.501","94640",0.0000
"E001","H60.501","96374",0.0000
"E001","H60.501","96375",0.0000
"E001","H60.501","99283",0.0000
"E001","H60.501","E98-4614-03232-01",0.0000
"E001","H60.501","F15-6596-04308-02",0.0000
"E001","H60.501","JQ9-0699-00779-02",0.0000
"E001","H60.509","80048",0.0000
"E001","H60.509","85025",0.0000
"E001","H60.509","86140",0.0000
"E001","H60.509","94640",0.0000
"E001","H60.509","96374",0.0000
"E001","H60.509","96375",0.0000
"E001","H60.509","99283",0.0000
"E001","H60.509","E98-4614-03232-01",0.0000
"E001","H60.509","F15-6596-04308-02",0.0000
"E001","H60.509","JQ9-0699-00779-02",0.0000
"E001","H60.542","80053",0.0000
"E001","H60.542","80061",0.0000
"E001","H60.542","82306",0.0000
"E001","H60.542","83036",0.0000
"E001","H60.542","83721",0.0000
"E001","H60.542","84443",0.0000
"E001","H60.542","87338",0.0000
"E001","H60.542","93000",0.0000
"E001","H60.543","31575",0.0000
"E001","H60.543","69210",0.0000
"E001","H60.549","M22-0137-01628-02",0.0000
"E001","H60.8X1","69210",0.0000
"E001","H60.8X1","76536",0.0000
"E001","H60.8X1","80053",0.0000
"E001","H60.8X1","80061",0.0000
"E001","H60.8X1","82306",0.0000
"E001","H60.8X1","82330",0.0000
"E001","H60.8X1","82565",0.0000
"E001","H60.8X1","82607",0.0000
"E001","H60.8X1","82746",0.0000
"E001","H60.8X1","82784",0.0000
"E001","H60.8X1","82977",0.0000
"E001","H60.8X1","83036",0.0000
"E001","H60.8X1","83516",0.0000
"E001","H60.8X1","83721",0.0000
"E001","H60.8X1","83735",0.0000
"E001","H60.8X1","84443",0.0000
"E001","H60.8X1","84450",0.0000
"E001","H60.8X1","84460",0.0000
"E001","H60.8X1","84550",0.0000
"E001","H60.8X1","85025",0.0000
"E001","H60.8X1","86255",0.0000
"E001","H60.8X1","92553",0.0000
"E001","H60.8X1","92567",0.0000
"E001","H60.8X1","99203",0.0000
"E001","H60.8X1","A58-0965-01277-01",0.0000
"E001","H60.8X1","B46-4582-00785-01",0.0000
"E001","H60.8X1","H21-5699-05984-01",0.0000
"E001","H60.8X1","K06-4842-05041-01",0.0000
"E001","H60.8X1","U11-6959-03955-05",1.0000
"E001","H60.8X2","69210",0.0000
"E001","H60.8X2","73650",0.0000
"E001","H60.8X2","80061",0.0000
"E001","H60.8X2","80076",0.0000
"E001","H60.8X2","82040",0.0000
"E001","H60.8X2","82043",0.0000
"E001","H60.8X2","82306",0.0000
"E001","H60.8X2","82310",0.0000
"E001","H60.8X2","82565",0.0000
"E001","H60.8X2","82570",0.0000
"E001","H60.8X2","82607",0.0000
"E001","H60.8X2","83036",0.0000
"E001","H60.8X2","83721",0.0000
"E001","H60.8X2","83735",0.0000
"E001","H60.8X2","84132",0.0000
"E001","H60.8X2","84295",0.0000
"E001","H60.8X2","84432",0.0000
"E001","H60.8X2","84439",0.0000
"E001","H60.8X2","84443",0.0000
"E001","H60.8X2","84450",0.0000
"E001","H60.8X2","84460",0.0000
"E001","H60.8X2","84550",0.0000
"E001","H60.8X2","85025",0.0000
"E001","H60.8X2","86376",0.0000
"E001","H60.8X2","86800",0.0000
"E001","H60.8X2","87070",0.0000
"E001","H60.8X2","87075",0.0000
"E001","H60.8X2","87205",0.0000
"E001","H60.8X2","99203",0.0000
"E001","H60.8X2","99213",0.0000
"E001","H60.8X2","A58-0965-01277-01",0.2500
"E001","H60.8X2","B46-4582-00785-01",0.0000
"E001","H60.8X2","H95-2478-02916-01",0.5000
"E001","H60.8X2","I72-8272-08068-01",0.0000
"E001","H60.8X2","K06-4842-05041-01",1.0000
"E001","H60.8X2","K54-0866-01095-01",0.0000
"E001","H60.8X2","K54-0866-01097-01",0.0000
"E001","H60.8X3","69210",0.0000
"E001","H60.8X3","82607",0.0000
"E001","H60.8X3","82746",0.0000
"E001","H60.8X3","84443",0.0000
"E001","H60.8X3","85025",0.0000
"E001","H60.8X3","87070",0.0000
"E001","H60.8X3","87075",0.0000
"E001","H60.8X3","87205",0.0000
"E001","H60.8X3","99202",0.0000
"E001","H60.8X3","99203",0.0000
"E001","H60.8X3","99204",0.0000
"E001","H60.8X3","A58-0965-01277-01",0.5000
"E001","H60.8X3","B46-4582-00785-01",1.0000
"E001","H60.8X3","H37-4002-04325-03",0.0000
"E001","H60.8X3","M22-0137-01628-02",1.0000
"E001","H60.8X3","V30-7944-02158-01",0.0000
"E001","H60.92","31231",0.0000
"E001","H60.92","69210",0.0000
"E001","H60.92","92540",0.0000
"E001","H60.92","92553",0.0000
"E001","H60.92","92567",0.0000
"E001","H60.92","99203",0.0000
"E001","H60.92","99213",0.0000
"E001","H60.92","99214",0.0000
"E001","H60.93","69210",0.0000
"E001","H60.93","99203",0.0000
"E001","H61.012","99213",0.0000
"E001","H61.102","31231",0.0000
"E001","H61.102","92553",0.0000
"E001","H61.102","92567",0.0000
"E001","H61.102","99203",0.0000
"E001","H61.121","75989",0.0000
"E001","H61.121","87070",0.0000
"E001","H61.121","87075",0.0000
"E001","H61.121","87205",0.0000
"E001","H61.121","99204",0.0000
"E001","H61.192","92567",0.0000
"E001","H61.192","99202",0.0000
"E001","H61.20","71045",0.0000
"E001","H61.20","73620",0.0000
"E001","H61.20","80053",0.0000
"E001","H61.20","81001",0.0000
"E001","H61.20","82550",0.0000
"E001","H61.20","82948",0.0000
"E001","H61.20","85025",0.0000
"E001","H61.20","86140",0.0000
"E001","H61.20","87086",0.0000
"E001","H61.20","87275",0.0000
"E001","H61.20","87276",0.0000
"E001","H61.20","87633",0.0000
"E001","H61.20","87880",0.0000
"E001","H61.20","94640",0.0000
"E001","H61.20","96360",0.0000
"E001","H61.20","96361",0.0000
"E001","H61.20","96365",0.0000
"E001","H61.20","96367",0.0000
"E001","H61.20","96374",0.0000
"E001","H61.20","96375",0.0000
"E001","H61.20","99282",0.0000
"E001","H61.20","99283",0.0000
"E001","H61.20","A19-0692-02910-02",0.0000
"E001","H61.20","B46-4387-00778-01",0.0000
"E001","H61.20","C81-0459-03097-01",0.0000
"E001","H61.20","F15-6596-04308-02",0.0000
"E001","H61.20","H95-B792-14066-02",0.0000
"E001","H61.20","L53-5322-04463-01",0.5000
"E001","H61.20","N37-8947-04176-03",0.0000
"E001","H61.20","O62-0025-05154-01",0.0000
"E001","H61.21","31575",0.0000
"E001","H61.21","69210",0.0000
"E001","H61.21","73630",0.0000
"E001","H61.21","80048",0.0000
"E001","H61.21","80053",0.0000
"E001","H61.21","80061",0.0000
"E001","H61.21","82306",0.0000
"E001","H61.21","82550",0.0000
"E001","H61.21","82565",0.0000
"E001","H61.21","82607",0.0000
"E001","H61.21","82728",0.0000
"E001","H61.21","83036",0.0000
"E001","H61.21","83690",0.0000
"E001","H61.21","83721",0.0000
"E001","H61.21","84443",0.0000
"E001","H61.21","84450",0.0000
"E001","H61.21","84460",0.0000
"E001","H61.21","85025",0.0000
"E001","H61.21","86140",0.0000
"E001","H61.21","87275",0.0000
"E001","H61.21","87276",0.0000
"E001","H61.21","87880",0.0000
"E001","H61.21","92553",0.0000
"E001","H61.21","92567",0.0000
"E001","H61.21","92625",0.0000
"E001","H61.21","96361",0.0000
"E001","H61.21","96365",0.0000
"E001","H61.21","96374",0.0000
"E001","H61.21","96375",0.0000
"E001","H61.21","99203",0.0000
"E001","H61.21","99204",0.0000
"E001","H61.21","99212",0.0000
"E001","H61.21","99213",0.0000
"E001","H61.21","99283",0.0000
"E001","H61.21","DC5-A195-02166-02",0.0000
"E001","H61.21","EM0-A371-10943-01",0.0000
"E001","H61.21","F15-6596-04308-02",0.0000
"E001","H61.21","O62-2809-00882-02",0.0000
"E001","H61.21","T88-D798-00836-01",0.0000
"E001","H61.22","31231",0.0000
"E001","H61.22","69209",0.0000
"E001","H61.22","69210",0.0000
"E001","H61.22","70486",0.0000
"E001","H61.22","72050",0.0000
"E001","H61.22","72100",0.0000
"E001","H61.22","72141",0.0000
"E001","H61.22","72148",0.0000
"E001","H61.22","80053",0.0000
"E001","H61.22","81001",0.0000
"E001","H61.22","81002",0.0000
"E001","H61.22","81015",0.0000
"E001","H61.22","81025",0.0000
"E001","H61.22","81335",0.0000
"E001","H61.22","82948",0.0000
"E001","H61.22","84132",0.0000
"E001","H61.22","84295",0.0000
"E001","H61.22","84443",0.0000
"E001","H61.22","84450",0.0000
"E001","H61.22","84460",0.0000
"E001","H61.22","85025",0.0000
"E001","H61.22","86140",0.0000
"E001","H61.22","87275",0.0000
"E001","H61.22","87276",0.0000
"E001","H61.22","87880",0.0000
"E001","H61.22","92540",0.0000
"E001","H61.22","92553",0.0000
"E001","H61.22","92567",0.0000
"E001","H61.22","95992",0.0000
"E001","H61.22","96361",0.0000
"E001","H61.22","96365",0.0000
"E001","H61.22","96367",0.0000
"E001","H61.22","96374",0.0000
"E001","H61.22","96375",0.0000
"E001","H61.22","99202",0.0000
"E001","H61.22","99203",0.0000
"E001","H61.22","99204",0.0000
"E001","H61.22","99213",0.0000
"E001","H61.22","99214",0.0000
"E001","H61.22","99283",0.0000
"E001","H61.22","99284",0.0000
"E001","H61.22","A51-7914-07766-01",0.0000
"E001","H61.22","F15-6596-04308-02",0.0000
"E001","H61.22","G05-7794-05178-02",0.0000
"E001","H61.22","G93-5627-01796-01",0.0000
"E001","H61.22","O62-0025-05154-01",0.0000
"E001","H61.22","U90-7991-05180-04",0.0000
"E001","H61.23","31231",0.0000
"E001","H61.23","31575",0.0000
"E001","H61.23","69210",0.0000
"E001","H61.23","70482",0.0000
"E001","H61.23","71046",0.0000
"E001","H61.23","72040",0.0000
"E001","H61.23","73560",0.0000
"E001","H61.23","74022",0.0000
"E001","H61.23","76700",0.0000
"E001","H61.23","80053",0.0000
"E001","H61.23","80061",0.0000
"E001","H61.23","80069",0.0000
"E001","H61.23","80076",0.0000
"E001","H61.23","80307",0.0000
"E001","H61.23","80320",0.0000
"E001","H61.23","81001",0.0000
"E001","H61.23","81015",0.0000
"E001","H61.23","81025",0.0000
"E001","H61.23","82150",0.0000
"E001","H61.23","82306",0.0000
"E001","H61.23","82330",0.0000
"E001","H61.23","82553",0.0000
"E001","H61.23","82565",0.0000
"E001","H61.23","82607",0.0000
"E001","H61.23","82728",0.0000
"E001","H61.23","82746",0.0000
"E001","H61.23","82784",0.0000
"E001","H61.23","82785",0.0000
"E001","H61.23","82805",0.0000
"E001","H61.23","82947",0.0000
"E001","H61.23","82948",0.0000
"E001","H61.23","82977",0.0000
"E001","H61.23","83021",0.0000
"E001","H61.23","83036",0.0000
"E001","H61.23","83516",0.0000
"E001","H61.23","83540",0.0000
"E001","H61.23","83690",0.0000
"E001","H61.23","83721",0.0000
"E001","H61.23","83735",0.0000
"E001","H61.23","84132",0.0000
"E001","H61.23","84443",0.0000
"E001","H61.23","84484",0.0000
"E001","H61.23","84550",0.0000
"E001","H61.23","85018",0.0000
"E001","H61.23","85025",0.0000
"E001","H61.23","85652",0.0000
"E001","H61.23","85660",0.0000
"E001","H61.23","86003",0.0000
"E001","H61.23","86140",0.0000
"E001","H61.23","86255",0.0000
"E001","H61.23","86703",0.0000
"E001","H61.23","86803",0.0000
"E001","H61.23","86900",0.0000
"E001","H61.23","87275",0.0000
"E001","H61.23","87276",0.0000
"E001","H61.23","87338",0.0000
"E001","H61.23","87340",0.0000
"E001","H61.23","87880",0.0000
"E001","H61.23","92015",0.0000
"E001","H61.23","92025",0.0000
"E001","H61.23","92065",0.0000
"E001","H61.23","92531",0.0000
"E001","H61.23","92532",0.0000
"E001","H61.23","92534",0.0000
"E001","H61.23","92540",0.0000
"E001","H61.23","92541",0.0000
"E001","H61.23","92542",0.0000
"E001","H61.23","92553",0.0000
"E001","H61.23","92567",0.0000
"E001","H61.23","92625",0.0000
"E001","H61.23","93000",0.0000
"E001","H61.23","96361",0.0000
"E001","H61.23","96365",0.0000
"E001","H61.23","96374",0.0000
"E001","H61.23","96375",0.0000
"E001","H61.23","96900",0.0000
"E001","H61.23","99172",0.0000
"E001","H61.23","99203",0.0000
"E001","H61.23","99204",0.0000
"E001","H61.23","99213",0.0000
"E001","H61.23","99282",0.0000
"E001","H61.23","99283",0.0000
"E001","H61.23","99393",0.0000
"E001","H61.23","B46-3628-02166-01",0.0000
"E001","H61.23","DC5-A195-02166-02",0.0000
"E001","H61.23","EM0-A371-10943-01",0.0000
"E001","H61.23","F15-6596-04308-02",0.0000
"E001","H61.23","K57-4867-05178-01",0.0000
"E001","H61.23","L53-5322-04463-01",0.5000
"E001","H61.23","M22-0137-01628-02",0.0000
"E001","H62.41","69210",0.0000
"E001","H62.41","92553",0.0000
"E001","H62.41","99203",0.0000
"E001","H62.41","99204",0.0000
"E001","H62.42","31231",0.0000
"E001","H62.42","69210",0.0000
"E001","H62.42","80053",0.0000
"E001","H62.42","81001",0.0000
"E001","H62.42","81002",0.0000
"E001","H62.42","85025",0.0000
"E001","H62.42","86140",0.0000
"E001","H62.42","92553",0.0000
"E001","H62.42","92567",0.0000
"E001","H62.42","96361",0.0000
"E001","H62.42","96365",0.0000
"E001","H62.42","96367",0.0000
"E001","H62.42","96374",0.0000
"E001","H62.42","96375",0.0000
"E001","H62.42","99203",0.0000
"E001","H62.42","99283",0.0000
"E001","H62.42","A58-0965-01277-01",0.0000
"E001","H62.42","F15-6596-04308-02",0.0000
"E001","H62.42","G93-5627-01796-01",0.0000
"E001","H62.42","L53-5322-04463-01",1.0000
"E001","H62.42","U90-7991-05180-04",0.0000
"E001","H62.43","31575",0.0000
"E001","H62.43","69210",0.0000
"E001","H62.43","82565",0.0000
"E001","H62.43","92553",0.0000
"E001","H62.43","92567",0.0000
"E001","H62.43","99203",0.0000
"E001","H62.43","99204",0.0000
"E001","H62.43","99213",0.0000
"E001","H62.43","A58-0965-01277-01",0.0000
"E001","H62.43","A77-5990-06186-01",0.0000
"E001","H62.43","B46-4582-00785-01",0.0000
"E001","H62.43","C07-0784-01359-01",0.0000
"E001","H62.43","H49-2962-00969-01",0.0000
"E001","H62.43","IT8-B469-12934-01",0.0000
"E001","H62.43","J82-3885-00670-01",0.0000
"E001","H62.43","M22-0137-01628-02",0.0000
"E001","H65.01","92553",0.0000
"E001","H65.01","92567",0.0000
"E001","H65.01","99203",0.0000
"E001","H65.01","B46-4582-00785-01",1.0000
"E001","H65.02","80053",0.0000
"E001","H65.02","82553",0.0000
"E001","H65.02","84484",0.0000
"E001","H65.02","85025",0.0000
"E001","H65.02","86140",0.0000
"E001","H65.02","92567",0.0000
"E001","H65.02","93000",0.0000
"E001","H65.02","96361",0.0000
"E001","H65.02","96374",0.0000
"E001","H65.02","99203",0.0000
"E001","H65.02","99283",0.0000
"E001","H65.02","F15-6596-04308-02",0.0000
"E001","H65.02","K57-4867-05178-01",0.0000
"E001","H65.02","O62-2809-00882-02",0.0000
"E001","H65.21","31231",0.0000
"E001","H65.21","92553",0.0000
"E001","H65.21","92567",0.0000
"E001","H65.21","99203",0.0000
"E001","H65.21","99204",0.0000
"E001","H65.22","92553",0.0000
"E001","H65.22","92567",0.0000
"E001","H65.23","31231",0.0000
"E001","H65.23","92553",0.0000
"E001","H65.23","92567",0.0000
"E001","H65.23","99203",0.0000
"E001","H65.23","99213",0.0000
"E001","H65.33","31231",0.0000
"E001","H65.33","92553",0.0000
"E001","H65.33","92567",0.0000
"E001","H66.001","80053",0.0000
"E001","H66.001","82550",0.0000
"E001","H66.001","85025",0.0000
"E001","H66.001","86140",0.0000
"E001","H66.001","87070",0.0000
"E001","H66.001","87075",0.0000
"E001","H66.001","87205",0.0000
"E001","H66.001","87275",0.0000
"E001","H66.001","87276",0.0000
"E001","H66.001","87633",0.0000
"E001","H66.001","96361",0.0000
"E001","H66.001","96365",0.0000
"E001","H66.001","96374",0.0000
"E001","H66.001","96375",0.0000
"E001","H66.001","99283",0.0000
"E001","H66.001","E98-4614-03232-01",0.0000
"E001","H66.001","F15-6596-04308-02",0.0000
"E001","H66.001","U90-7991-05180-04",0.0000
"E001","H66.002","80048",0.0000
"E001","H66.002","85025",0.0000
"E001","H66.002","86140",0.0000
"E001","H66.002","96367",0.0000
"E001","H66.002","96374",0.0000
"E001","H66.002","99283",0.0000
"E001","H66.002","F15-6596-04308-02",0.0000
"E001","H66.012","80053",0.0000
"E001","H66.012","82550",0.0000
"E001","H66.012","85025",0.0000
"E001","H66.012","86140",0.0000
"E001","H66.012","87070",0.0000
"E001","H66.012","87075",0.0000
"E001","H66.012","87205",0.0000
"E001","H66.012","87633",0.0000
"E001","H66.012","96361",0.0000
"E001","H66.012","96374",0.0000
"E001","H66.012","99203",0.0000
"E001","H66.012","99283",0.0000
"E001","H66.012","F15-6596-04308-02",0.0000
"E001","H66.012","U90-7991-05180-04",0.0000
"E001","H66.11","92553",0.0000
"E001","H66.11","92567",0.0000
"E001","H66.11","99203",0.0000
"E001","H66.12","25-02",0.0000
"E001","H66.12","69631",0.0000
"E001","H66.12","92553",0.0000
"E001","H66.22","31231",0.0000
"E001","H66.22","70486",0.0000
"E001","H66.22","71045",0.0000
"E001","H66.22","80053",0.0000
"E001","H66.22","80076",0.0000
"E001","H66.22","85025",0.0000
"E001","H66.22","86703",0.0000
"E001","H66.22","92553",0.0000
"E001","H66.22","92567",0.0000
"E001","H66.22","93000",0.0000
"E001","H66.22","99202",0.0000
"E001","H66.22","99203",0.0000
"E001","H66.22","99204",0.0000
"E001","H66.22","99214",0.0000
"E001","H66.23","82565",0.0000
"E001","H66.23","92553",0.0000
"E001","H66.23","92567",0.0000
"E001","H66.3X1","92553",0.0000
"E001","H66.3X1","99203",0.0000
"E001","H66.3X1","99213",0.0000
"E001","H66.3X1","H21-0867-01097-01",1.0000
"E001","H66.3X2","31231",0.0000
"E001","H66.3X2","69210",0.0000
"E001","H66.3X2","92504",0.0000
"E001","H66.3X2","92531",0.0000
"E001","H66.3X2","92540",0.0000
"E001","H66.3X2","92553",0.0000
"E001","H66.3X2","92567",0.0000
"E001","H66.3X2","99203",0.0000
"E001","H66.3X2","99204",0.0000
"E001","H66.3X2","99213",0.0000
"E001","H66.3X2","A58-0965-01277-01",0.0000
"E001","H66.3X2","F72-3994-07613-03",0.0000
"E001","H66.90","70450",0.0000
"E001","H66.90","80053",0.0000
"E001","H66.90","82805",0.0000
"E001","H66.90","82947",0.0000
"E001","H66.90","82948",0.0000
"E001","H66.90","84132",0.0000
"E001","H66.90","85025",0.0000
"E001","H66.90","86140",0.0000
"E001","H66.90","87275",0.0000
"E001","H66.90","87276",0.0000
"E001","H66.90","96361",0.0000
"E001","H66.90","96374",0.0000
"E001","H66.90","99283",0.0000
"E001","H66.90","A58-0965-01277-01",0.0000
"E001","H66.90","EM0-A371-10943-01",0.0000
"E001","H66.90","F15-6596-04308-02",0.0000
"E001","H66.90","N01-4644-01777-02",0.0000
"E001","H66.90","Y26-1147-01106-01",0.0000
"E001","H66.91","69210",0.0000
"E001","H66.91","71045",0.0000
"E001","H66.91","73030",0.0000
"E001","H66.91","73120",0.0000
"E001","H66.91","73130",0.0000
"E001","H66.91","76770",0.0000
"E001","H66.91","80053",0.0000
"E001","H66.91","81001",0.0000
"E001","H66.91","82550",0.0000
"E001","H66.91","82948",0.0000
"E001","H66.91","85025",0.0000
"E001","H66.91","86039",0.0000
